author,comment,commentsCount,pageUrl,replyCount,title,type,videoID,voteCount,sarkastik,cleaned_comment,,sentimen_relabel
@SumariyahSorong-gx2dx,Lansia dong,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,lansia,,netral
@SumariyahSorong-gx2dx,8tu mkn apa takut jgn jgn ada yg tdk suka ksh 4acun takut no orgtua ksh uang sj pak presiden bkn rekening tiap ank rekening mbg trimakash😊,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,tu mkn takut jgn jgn yg tdk suka ksh acun takut no orgtua ksh uang sj presiden bkn rekening ank rekening mbg trimakash,,negatif
@dungu17,"Yaaa Alloh,, lindungi anak saya dari keracunan MBG. Amiiin🤲",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,ya alloh lindungi anak keracunan mbg amin,,negatif
@nuniksriwahyuni6397,"Keracunan melulu.... coba kesimpulan nya apa, apa sebab nya racun apa yg ada dlm makanan itu, jangan hanya kasih inf mentah spt ini ... bgm penaggung jawab yg masak ?",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,keracunan melulu coba kesimpulan nya nya racun yg dlm makanan jangan kasih inf mentah spt bgm penaggung yg masak,,negatif
@cusandicusandi8835,"Stop aja program mbg sebelum lebih banyal lagi korban keracunan dan setuju kalau di berikan saja k
epada otang tua siswa",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,stop aja program mbg banyal korban keracunan setuju k epada otang tua siswa,,positif
@sumitojaya7102,"Sangat sangat BAHAYAAAAA.... Mending stop MBG ,",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,bahaya mending stop mbg,,negatif
@ALAM_MURKA,"BAGUS LUH KASIH UANG KE SETIAP SEKOLAH 
BIAR MASAK PARA GURU 
AMAN 

BUKAN MASAKAN CEPAT SAJI GINI
PEMERINTAH GAK JELAS",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,bagus luh kasih uang sekolah biar masak guru aman bukan masakan cepat saji gini pemerintah gak,,positif
@HarianKompasCetak,"Baca juga berita lainnya di kompas.id:
Apakah BR Meninggal karena MBG? - komp.as/3VLro7i
Baca berita dengan Kompas digital premium, akses langganan: https://komp.as/BacaLagi",985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,3,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,14,FALSE,baca berita kompas id br meninggal mbg komp as vlroi baca berita kompas digital premium akses langganan,,negatif
@VanderWijoyo,"MBG tidak bisa di hentikan, ini proyek lumayan cuan loh🤫",985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,mbg tidak hentikan proyek lumayan cuan loh,,negatif
@todo-t3x,1:18,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,1,FALSE,,,netral
@VeraYesinora,Di tutup2 pi lah. Namanya program Wowo.,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,tutup pi namanya program wowo,,positif
@mukawi5189,Klo bantu lebih baik uang saja,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,klo bantu uang,,positif
@liliyuliadi8394,"Ini pendapat saya dhoif. Sebaiknya pemerintah dalam program MBG jangan menggunakan perusahaan katering serahkan saja kepada orang tua masing-masing atau tiap tiap sekolah membuat dapur umum yang pekerjanya dari orang tua murid itu agar orang tua murid punya uang dari kelebihannya, daripada sekarang MBG di serahkan kepada perusahaan katering yang dimiliki oleh orang kaya. Pasti ada kelebihan atau keuntungan nya yang terkumpul di perusahaan katering yang notabenenya punya orang kaya, saya yakin perekonomian tidak berjalan lancar nhn",985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,pendapat dhoif pemerintah program mbg jangan perusahaan katering serahkan orang tua sekolah dapur pekerjanya orang tua murid orang tua murid uang kelebihannya mbg serahkan perusahaan katering dimiliki orang kaya kelebihan keuntungan nya terkumpul perusahaan katering notabenenya orang kaya perekonomian tidak berjalan lancar nhn,,positif
@ekaristiyanti2959,"Udahlah pak Presiden, stop program MBG, dana triliunan itu alihkan untuk program fasilitas dan infrastruktur pendidikan",985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,udahlah presiden stop program mbg dana triliunan alihkan program fasilitas infrastruktur pendidikan,,netral
@ahmadsupramono6015,Dari ratusan pasien cuma beberapa yg keracunan😮😮😮,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,ratusan pasien yg keracunan,,negatif
@arisusanto8215,"Programnya bagus, sayang eksekusi di lapangan tidak sesuai yg di harapkan",985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,programnya bagus sayang eksekusi lapangan tidak sesuai yg harapkan,,positif
@RanggaIrawan-o7w,Kesehatan dan keselamatan anak lebih penting dari pada makan gratis,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,kesehatan keselamatan anak makan gratis,,netral
@retnokristiningrum8997,Apa menunggu anak2 kita banyak yang meninggal baru berhenti program  MBG??,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,menunggu anak meninggal berhenti program mbg,,negatif
@retnokristiningrum8997,STOP MBG TURUNKAN BBM PENDIDIKAN DAN KESEHATAN GRATIS BAGI RAKYAT,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,stop mbg turunkan bbm pendidikan kesehatan gratis rakyat,,netral
@asihwidowati3638,Ber bed,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,1,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,ber bed,,netral
@Knowledge9s,GANTI JADI SMG  ( SEKOLAH MASYARAKAT GRATIS ),985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,1,FALSE,ganti smg,,negatif
@asepwhyu,Wowo keukeuh dengan programnya dan FEEnya lumayan besar buat bancakan😅😅😅,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,wowo keukeuh programnya feenya lumayan bancakan,,positif
@qizj.a4398,Oii ProBowo kamu mana sih sediakan menu air kelapa juga. Ya lah wong Jowo Militer gak pandai sajian berkat diredhai Tuhan.,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,oii probowo sih sediakan menu air kelapa ya jowo militer gak pandai sajian berkat diredhai tuhan,,negatif
@matabatin.o7e,semoga berita ini sampai ke prabowo,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,semoga berita prabowo,,negatif
@intanmaharini2231,"Semoga prabowo lekas lengser,, muak dg kekacauan MBG yg bikin anak mati dan bikin bangkrut negara😮",985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,1,FALSE,semoga prabowo lekas lengser muak dg kekacauan mbg yg bikin anak mati bikin bangkrut negara,,negatif
@ambaritachanell6292,stop total. mbg bikin siswa keracunan dan bikin org meninggal,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,stop total mbg bikin siswa keracunan bikin org meninggal,,negatif
@ambaritachanell6292,mbg itu berbahaya..,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",comment,unknown_video,0,FALSE,mbg berbahaya,,negatif
@AriSusanto-e6e,Pemerintah harus bertanggung jawsb,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,pemerintah bertanggung jawsb,,netral
@adisunarya-lg3fy,"Bikin maluu.......cukup,,,,,,",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,bikin maluu,,netral
@Allah666-wVw,"Pertanyaannya : 

Korban keracunan di sekolah tersebut beserta kawan2nya di sekolah yg sama, akan TRAUMA makan MBG lagi.... Juga berpotensi akan memicu kehati2an di sekolah lain, takut makan paket MBG..... 

Lebih baik MBG di tiadakan saja, anggaran di alihkan untuk sekolah GRATIS dari TK s/d Kuliah sesuai janji Prabowo saat kampanye.",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,pertanyaannya korban keracunan sekolah beserta kawannya sekolah yg trauma makan mbg berpotensi memicu kehatian sekolah takut makan paket mbg mbg tiadakan anggaran alihkan sekolah gratis tk s d kuliah sesuai janji prabowo kampanye,,positif
@yafanio,In mai jd makan beracun gratis,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,in mai jd makan beracun gratis,,negatif
@hotmanharianja2888,Sebenarnya makan yg diberikan bergizi ? ada pula yg basi   yg belum dipublikasikan sebernanya,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,makan yg bergizi yg basi yg belum dipublikasikan sebernanya,,netral
@Tomilovecats,Akhirnya dunia luar tahu program ini gimana,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,dunia program gimana,,netral
@imanembhe5174,MBG = MAKAN BERACUN GRATIS,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,mbg makan beracun gratis,,negatif
@OpReza-m7n,Tutup Makan Beracun Gratis😢😂,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,tutup makan beracun gratis,,negatif
@Salamah-p7j,"MBG utk anak anak jangan terlalu byk borong masakan dibagi bagi baru adil ,misalnya 500 anak setiap angkeran.",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,mbg utk anak anak jangan byk borong masakan dibagi adil anak angkeran,,negatif
@Salamah-p7j,Ia soalnya terlalu byk yg dimasak untuk 4 ribu anak setiap hari yg hrs dimasak jadi mungkin sudah tdk benar lagi yg memasak krn terlalu byk .,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,byk yg dimasak ribu anak yg hrs dimasak tdk yg memasak krn byk,,negatif
@oo-vitto,"Makanan Bergizi Gratis❎
Makanan Beracun Gratis✅",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,makanan bergizi gratis makanan beracun gratis,,negatif
@AgniaZahrotunnisa,Udah mbg ditutup aja jdi lumbung korupsi juga kurang epektip banyak yg keracunan untung ga makan korban jiwa,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,udah mbg ditutup aja jdi lumbung korupsi epektip yg keracunan untung ga makan korban jiwa,,negatif
@HaNy-o6s,Kang dedi  tolong  kang  suarakan  aspirasi  kami  sbg wali murid  kami  khawatir  jadi    gak fokus  belajar  anak  kami  ... Kami miskin  tapi untuk  makan sehari2  saja  kami  masih  mampu  .... Tolong sampekan  ke  kepusat  untuk  evaluasi  MBG  ini  makasih,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,kang dedi tolong kang suarakan aspirasi sbg wali murid khawatir gak fokus belajar anak miskin makan sehari tolong sampekan kepusat evaluasi mbg makasih,,negatif
@HairiahAnwar,Korban politik,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,korban politik,,netral
@Sulastri-l7z,"SEHARUSNYA SEGERA DIHENTIKAN KARENA BANYAK ANAK JADI KORBAN MBG, , KALAU TIDAK DIHENTIKAN INI SANGAT BERBAHAYA BAGI SEMUA ANAK "" INDONESIA AKAN SEMAKIN HANCUR MASADEPANYA, 
LEBIH BAIK DIGANTI UANG SAJA BIAR IBUNYA YANG BELI SENDIRI,,,",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,dihentikan anak korban mbg tidak dihentikan berbahaya anak indonesia hancur masadepanya diganti uang biar ibunya beli,,positif
@muhammadsyolichulhadi1602,"programnya sih bagus Makan Bergizi Gratis,untuk memberikan asupan bergizi
bagi para siswa,tapi sayang program ini
menjadi program yg mengerikan,yaitu men
jadi Makan Beracun Gratis.",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,programnya sih bagus makan bergizi gratis asupan bergizi siswa sayang program program yg mengerikan men makan beracun gratis,,positif
@kasepusepsep4618,Presidenya tuli  tidak mau mendengar saran dari rakyatnya tutup saja program MBG 😢😢😢😢😢,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,presidenya tuli tidak mendengar saran rakyatnya tutup program mbg,,negatif
@kasepusepsep4618,Hentikan MBG ganti dengan sekolah gratis dan kesehatan gratis 😢😢😢😢😢,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,hentikan mbg ganti sekolah gratis kesehatan gratis,,negatif
@Bunga-i8x,Kalau di kunjungin pejabat paket nya bagus. Tapi kalau tak diawasi sembrono,1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,TRUE,kunjungin pejabat paket nya bagus tak diawasi sembrono,,negatif
@Abdullah-m9e9s,"Itu musuh dalam selimut untuk menjatuhkan Pak Bowo, Masya pak perabowo tidak tahu, orang itu mau menjelekkan Pak Bowo, Pak Bowo  jgn percaya dgn orang itu lagi , orang itu menghalalkan segala cara untuk menjatuhkan pak Perabowo .",1025,https://youtu.be/DhJtHuU6gsQ?si=S3A8m-RaRkTxhqKH,0,"®️🔴 UPDATE❗Keracunan Massal MBG Kini Jadi Sorotan, Media Asing Sampai Laporkan 800 Siswa Jadi Korban",comment,unknown_video,0,FALSE,musuh selimut menjatuhkan bowo masya perabowo tidak orang menjelekkan bowo bowo jgn percaya dgn orang orang menghalalkan menjatuhkan perabowo,,negatif
@asihwidowati3638,Berbeda reaksi orang per orang beda..itu allergi..thd salah satu zat..kenapa cuma dia yg meningga,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",reply,unknown_video,0,FALSE,berbeda reaksi orang orang beda allergi thd salah zat yg meningga,,negatif
@crossbow-enthusiast,MBG hasil riset ahli gizi serangga.,985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",reply,unknown_video,7,FALSE,mbg hasil riset ahli gizi serangga,,negatif
@JalanBulan,"nanti paling bilangnya kyk gini
yg mati cuma sebiji
Paling 0,000000001%
bagi mereka nyawa gak penting, yg penting selisih harga dari modal dan anggaran, yg penting korupsi pake makanan murah, makanan murah bahan bahan murah beli di pasar, sayur sisa, ayam tiren, buktinya banyak di tiktok banyak yg live makannya tiktok di blokir, takut anak anak pada live unboxing MBG",985,https://youtu.be/YqAkLvVvOTg?si=V_eCIP5ISgD3G7Pu,0,"Lima Hari Usai Konsumsi MBG, Siswa Bandung Barat Meninggal",reply,unknown_video,0,FALSE,bilangnya kyk gini yg mati sebiji nyawa gak yg selisih harga modal anggaran yg korupsi pake makanan murah makanan murah bahan bahan murah beli pasar sayur sisa ayam tiren buktinya tiktok yg live makannya tiktok blokir takut anak anak live unboxing mbg,,negatif
